0;0.122580645;0.124386252;0.152777778;0.117647059;0.994131654;0.875311721;0.28;0.630872483;0;0;0;0;1;0;0;0;0
0;0.167741935;0.160392799;0.347222222;0.23183391;0.993135331;0.798004988;0.34;0.657718121;0;0;0;0;1;0;0;0;0
0.04;0.148387097;0.150572831;0.208333333;0.186851211;0.993334595;0.812967581;0.325;0.657718121;0;0;0;0;1;0;0;0;0
0.56;0.122580645;0.122749591;0.236111111;0.207612457;0.994330919;0.788029925;0.29;0.657718121;0;0;0;0;0;1;0;0;0
0;0.122580645;0.124386252;0.152777778;0.117647059;0.994131654;0.875311721;0.28;0.630872483;0;0;0;0;1;0;0;0;0
0;0.116129032;0.122749591;0.180555556;0.138408304;0.994131654;0.875311721;0.28;0.630872483;0;0;0;0;1;0;0;0;0
0.06;0.103225806;0.112929624;0.208333333;0.204152249;0.992736801;0.822942643;0.23;0.630872483;0;0;0;0;1;0;0;0;0
0;0.077419355;0.106382979;0.208333333;0.07266436;0.990943419;0.845386534;0.235;0.67114094;0;0;0;0;0;0;1;0;0
0.02;0.129032258;0.119476268;0.125;0.062283737;0.993135331;0.837905237;0.285;0.637583893;0;0;0;0;0;0;1;0;0
0.36;0.393548387;0.116202946;0.236111111;0.352941176;0.994131654;0.835411471;0.4;0.704697987;0;0;0;0;1;0;0;0;0
0.08;0.116129032;0.158756137;0.208333333;0.224913495;0.992238639;0.817955112;0.27;0.617449664;0;0;0;0;1;0;0;0;0
0.36;0.393548387;0.116202946;0.236111111;0.352941176;0.994131654;0.835411471;0.4;0.704697987;0;0;0;0;1;0;0;0;0
0;0.103225806;0.145662848;0.222222222;0.204152249;0.990644522;0.89276808;0.26;0.66442953;0;0;0;0;1;0;0;0;0
0.29;0.103225806;0.186579378;0.125;0.100346021;0.993733125;0.812967581;0.78;0.610738255;0;0;0;0;1;0;0;0;0
0.18;0.24516129;0.288052373;0.722222222;0.501730104;0.994928713;0.788029925;0.44;0.617449664;0;0;0;0;1;0;0;0;0
0.19;0.251612903;0.278232406;0.708333333;0.512110727;0.994928713;0.790523691;0.465;0.617449664;0;0;0;0;1;0;0;0;0
0.56;0.116129032;0.150572831;0.486111111;0.356401384;0.993234963;0.822942643;0.375;0.704697987;0;0;0;0;0;0;1;0;0
0.28;0.109677419;0.602291326;0.222222222;0.193771626;0.993135331;0.775561097;0.64;0.624161074;0;0;0;0;1;0;0;0;0
0.08;0.283870968;0.140752864;0.083333333;0.100346021;0.993733125;0.842892768;0.25;0.604026846;0;0;0;1;0;0;0;0;0
0.51;0.116129032;0.558101473;0.236111111;0.193771626;0.993234963;0.758104738;0.54;0.617449664;0;0;0;0;0;1;0;0;0
0.48;0.116129032;0.126022913;0.402777778;0.207612457;0.993135331;0.845386534;0.265;0.630872483;0;0;0;0;0;1;0;0;0
0.31;0.148387097;0.134206219;0.319444444;0.24567474;0.994530184;0.877805486;0.325;0.651006711;0;0;0;0;1;0;0;0;0
0.21;0.103225806;0.173486088;0.138888889;0.128027682;0.992936066;0.790523691;0.455;0.637583893;0;0;0;0;1;0;0;0;0
0.11;0.148387097;0.137479542;0.125;0.23183391;0.993135331;0.790523691;0.265;0.630872483;0;0;0;0;1;0;0;0;0
0.14;0.15483871;0.139116203;0.291666667;0.138408304;0.993135331;0.855361596;0.315;0.651006711;0;0;0;0;0;1;0;0;0
0.16;0.090322581;0.130932897;0.152777778;0.079584775;0.99184011;0.832917706;0.28;0.624161074;0;0;0;0;1;0;0;0;0
0.24;0.116129032;0.130932897;0.055555556;0.038062284;0.992537536;0.817955112;0.295;0.637583893;0;0;0;0;1;0;0;0;0
0.21;0.103225806;0.173486088;0.138888889;0.128027682;0.992936066;0.790523691;0.455;0.637583893;0;0;0;0;1;0;0;0;0
0;0.122580645;0.130932897;0.194444444;0.121107266;0.99353386;0.865336658;0.275;0.630872483;0;0;0;0;1;0;0;0;0
0;0.129032258;0.134206219;0.111111111;0.055363322;0.992736801;0.842892768;0.295;0.657718121;0;0;0;0;0;1;0;0;0
0.07;0.15483871;0.145662848;0.236111111;0.283737024;0.992139007;0.835411471;0.27;0.677852349;0;0;0;0;1;0;0;0;0
0;0.161290323;0.171849427;0.305555556;0.128027682;0.992936066;0.862842893;0.285;0.711409396;0;0;0;0;0;1;0;0;0
0.12;0.148387097;0.135842881;0.208333333;0.39100346;0.992936066;0.790523691;0.33;0.657718121;0;0;0;0;1;0;0;0;0
0.12;0.690322581;0.119476268;0.555555556;0.287197232;0.99562614;0.860349127;0.26;0.630872483;0;0;0;0;0;1;0;0;0
0.25;0.116129032;0.168576105;0.180555556;0.173010381;0.992039375;0.842892768;0.275;0.617449664;0;0;0;0;1;0;0;0;0
0;0.35483871;0.140752864;0.069444444;0.062283737;0.994928713;0.847880299;0.275;0.644295302;0;0;0;0;0;1;0;0;0
0.14;0.15483871;0.140752864;0.041666667;0.051903114;0.993832757;0.85286783;0.3;0.724832215;0;0;0;0;0;1;0;0;0
0.28;0.135483871;0.10801964;0.180555556;0.103806228;0.993135331;0.805486284;0.365;0.651006711;0;0;0;0;0;0;1;0;0
0.09;0.096774194;0.281505728;0.097222222;0.065743945;0.990345625;0.872817955;0.24;0.657718121;0;0;0;1;0;0;0;0;0
0.36;0.380645161;0.12111293;0.166666667;0.301038062;0.994131654;0.83042394;0.415;0.704697987;0;0;0;0;1;0;0;0;0
0.36;0.380645161;0.12111293;0.166666667;0.301038062;0.994131654;0.83042394;0.415;0.704697987;0;0;0;0;1;0;0;0;0
0.3;0.180645161;0.144026187;0.236111111;0.15916955;0.993932389;0.812967581;0.255;0.624161074;0;0;0;1;0;0;0;0;0
0.2;0.167741935;0.543371522;0.111111111;0.048442907;0.993135331;0.800498753;0.45;0.704697987;0;0;0;0;0;1;0;0;0
0.22;0.141935484;0.112929624;0.125;0.079584775;0.993135331;0.822942643;0.6;0.691275168;0;0;0;0;1;0;0;0;0
0.02;0.116129032;0.081833061;0.069444444;0.038062284;0.992537536;0.867830424;0.26;0.637583893;0;0;0;0;1;0;0;0;0
0.15;0.135483871;0.088379705;0.111111111;0.224913495;0.989747831;0.972568579;0.28;0.879194631;0;0;0;1;0;0;0;0;0
0.43;0.141935484;0.186579378;0.305555556;0.394463668;0.993334595;0.810473815;0.365;0.617449664;0;0;0;0;1;0;0;0;0
0.52;0.103225806;0.184942717;0.166666667;0.128027682;0.993234963;0.810473815;0.29;0.637583893;0;0;0;0;1;0;0;0;0
0.23;0.103225806;0.10801964;0.069444444;0.041522491;0.992139007;0.832917706;0.28;0.617449664;0;0;0;0;1;0;0;0;0
0.37;0.090322581;0.12111293;0.166666667;0.332179931;0.991740478;0.827930175;0.29;0.617449664;0;0;0;0;1;0;0;0;0
0.26;0.109677419;0.12111293;0.055555556;0.079584775;0.993434228;0.78553616;0.37;0.617449664;0;0;0;0;1;0;0;0;0
0.04;0.141935484;0.112929624;0.111111111;0.051903114;0.991939742;0.847880299;0.315;0.630872483;0;0;0;0;0;1;0;0;0
0.04;0.135483871;0.111292962;0.083333333;0.048442907;0.99184011;0.845386534;0.32;0.630872483;0;0;0;0;0;1;0;0;0
0.36;0.193548387;0.132569558;0.416666667;0.411764706;0.993334595;0.798004988;0.28;0.630872483;0;0;0;0;1;0;0;0;0
0.15;0.180645161;0.180032733;0.458333333;0.252595156;0.99184011;0.790523691;0.315;0.684563758;0;0;0;0;0;1;0;0;0
0.04;0.24516129;0.137479542;0.347222222;0.155709343;0.994131654;0.832917706;0.265;0.637583893;0;0;0;0;1;0;0;0;0
0.57;0.219354839;0.114566285;0.055555556;0.034602076;0.993434228;0.758104738;0.315;0.644295302;0;0;0;0;1;0;0;0;0
0.12;0.329032258;0.181669394;0.694444444;0.380622837;0.994629816;0.812967581;0.385;0.630872483;0;0;0;0;1;0;0;0;0
0.18;0.148387097;0.124386252;0.236111111;0.186851211;0.993832757;0.855361596;0.295;0.67114094;0;0;0;0;1;0;0;0;0
0.31;0.15483871;0.12111293;0.125;0.15916955;0.992537536;0.850374065;0.27;0.630872483;0;0;0;0;0;1;0;0;0
0.4;0.141935484;0.129296236;0.263888889;0.179930796;0.994330919;0.857855362;0.32;0.617449664;0;0;0;0;1;0;0;0;0
0.49;0.116129032;0.188216039;0.277777778;0.387543253;0.993135331;0.800498753;0.355;0.624161074;0;0;0;0;1;0;0;0;0
0.16;0.122580645;0.139116203;0.166666667;0.121107266;0.993135331;0.842892768;0.31;0.637583893;0;0;0;0;0;0;1;0;0
0.05;0.129032258;0.132569558;0.180555556;0.186851211;0.992936066;0.845386534;0.285;0.657718121;0;0;0;0;1;0;0;0;0
0.05;0.3;0.140752864;0.055555556;0.038062284;0.992537536;0.850374065;0.195;0.731543624;0;0;0;0;1;0;0;0;0
0.05;0.3;0.140752864;0.055555556;0.038062284;0.992537536;0.850374065;0.195;0.731543624;0;0;0;0;1;0;0;0;0
0.11;0.096774194;0.129296236;0.152777778;0.134948097;0.993135331;0.85286783;0.29;0.644295302;0;0;0;0;1;0;0;0;0
0.07;0.103225806;0.124386252;0.083333333;0.051903114;0.992537536;0.857855362;0.29;0.718120805;0;0;0;0;1;0;0;0;0
0.57;0.129032258;0.12111293;0.375;0.224913495;0.993234963;0.817955112;0.395;0.718120805;0;0;0;0;1;0;0;0;0
0.05;0.122580645;0.12111293;0.111111111;0.065743945;0.992537536;0.832917706;0.475;0.704697987;0;0;0;0;0;1;0;0;0
0.08;0.122580645;0.124386252;0.208333333;0.093425606;0.993035698;0.827930175;0.27;0.637583893;0;0;0;0;0;1;0;0;0
